state,department_name,address,phone,site
New Jersey,Madison Police Department,"50 Kings Road Madison, NJ 07940",973-593-3000,NA
New Jersey,Magnolia Police Department,"438 W Evesham Avenue Magnolia, NJ 08049",856-784-1884,www.magnolia-nj.org
New Jersey,Mahwah Police Department,"221 Franklin Turnpike Mahwah, NJ 07430",201-529-1000,www.mahwahpd.org
New Jersey,Manalapan Township Police Department,"120 Rt 522 Taylors Mill Road Manalapan, NJ 07726",732-446-4300,NA
New Jersey,Manasquan Police Department,"15 Taylor Avenue Manasquan, NJ 08736",732-223-1000,NA
New Jersey,Mansfield Township Police Department,"100 Port Murray Road Port Murray, NJ 07865",908-689-6222,www.mansfieldtownship-nj.gov
New Jersey,Mantoloking Police Department,"202 Downer Avenue Mantoloking, NJ 08738",732-892-0832,NA
New Jersey,Mantua Township Police Department,"405 Main Street Mantua, NJ 08051",856-468-1920,NA
New Jersey,Manville Police Department,"2 N Main Street Manville, NJ 08835",908-725-1900,NA
New Jersey,Maple Shade Police Department,"200 Stiles Avenue Maple Shade, NJ 08052",856-779-7111,NA
New Jersey,Maplewood Police Department,"1618 Springfield Avenue Maplewood, NJ 07040",973-762-3400,www.maplewoodpd.org
New Jersey,Margate City Police Department,"111 N Decatur Avenue Margate City, NJ 08402",609-822-1151,NA
New Jersey,Marlboro Police Department,"1979 Township Drive Marlboro Twp, NJ 07746",732-536-0100,www.marlboropd.org
New Jersey,Matawan Borough Police Department,"150 Main Street Matawan, NJ 07747",732-566-1010,NA
New Jersey,Maywood Police Department,"15 Park Avenue Maywood, NJ 07607",201-845-8800,NA
New Jersey,Medford Lakes Police Department,"1 Cabin Circle Drive Medford Lakes, NJ 08055",609-654-2156,www.medfordlakespolice.org
New Jersey,Medford Township Police Department,"91 Union Street Medford, NJ 08055",609-654-7511,NA
New Jersey,Mendham Borough Police Department,"3 Cold Hill Rd S Mendham Borough, NJ 07945",973-543-2527,www.mendhamnj.org
New Jersey,Mendham Township Police Department,"Cherry Lane Brookside, NJ 07926",973-543-2581,NA
New Jersey,Mercer County Sheriff's Office,"175 S Broad Street Trenton, NJ 08650",609-989-6111,NA
New Jersey,Merchantville Police Department,"1 W Maple Avenue Merchantville, NJ 08109",856-662-0507,NA
New Jersey,Metuchen Police Department,"500 Middlesex Avenue Metuchen, NJ 08840",732-632-8500,NA
New Jersey,Middle Township Police Department,"31 Mechanic Street Cape May, NJ 08210",609-465-8700,NA
New Jersey,Middlesex County Sheriff's Office,"701 Livingston Avenue New Brunswick, NJ 08903",732-745-3271,co.middlesex.nj.us
New Jersey,Middletown Township Police Department,"1 Kings Hwy Middletown Twp, NJ 07748",732-615-2100,NA
New Jersey,Midland Park Police Department,"280 Godwin Avenue Midland Park, NJ 07432",201-444-2300,NA
New Jersey,Millburn Township Police Department,"435 Essex Street Millburn, NJ 07041",973-564-7001,NA
New Jersey,Milltown Police Department,"39 Washington Avenue Milltown, NJ 08850",732-828-1100,NA
New Jersey,Millville Police Department,"18 South High Street Millville, NJ 08332",856-825-7010,www.millvillepolicenj.org
New Jersey,Monmouth Beach Police Department,"14 Willow Avenue Monmouth Beach, NJ 07750",732-229-1313,NA
New Jersey,Monmouth County Sheriff's Office,"50 East Main Street Freehold, NJ 07728",732-431-7139,sheriffguadagno.com
New Jersey,Monroe Township Police Department,"3 Municipal Plaza Monroe Township, NJ 08094",732-521-0222,monroetwppolice.org
New Jersey,Montclair Police Department,"647 Bloomfield Avenue Montclair, NJ 07042",973-744-1234,www.montclairnjusa.org
New Jersey,Montgomery Township Police Department,"2261 Van Horne Road - Route 206 North Belle Mead, NJ 08502",908-359-3222,NA
New Jersey,Montvale Police Department,"12 Mercedes Drive Montvale, NJ 07645",201-391-4600,www.montvale.org
New Jersey,Montville Township Police Department,"360 Route 202 Montville, NJ 07045",973-257-4300,www.montvillenj.org
New Jersey,Moonachie Police Department,"70 Moonachie Road Moonachie, NJ 07074",201-641-9100,moonachiepd.org
New Jersey,Moorestown Police Department,"1245 North Church Street, Suite 2 Moorestown, NJ 08057",856-235-1405,NA
New Jersey,Morris County Park Police Department,"300 Mendham Road Morristown, NJ 07960",973-326-7632,www.morrisparkpolice.org
New Jersey,Morris County Sheriff's Office,,973-285-6600,www.mcsheriff.org
New Jersey,Morris Plains Police Department,"531 Speedwell Avenue Morris Plains, NJ 07950",973-538-2284,NA
New Jersey,Morris Township Police Department,"49 Woodland Avenue Morris Township, NJ 07960",973-326-7459,NA
New Jersey,Morristown  Erie Railway Police,"49 Abbett Avenue Morristown, NJ 07960",973-267-4300,www.merail.com
New Jersey,Morristown Police Department,"200 South Street Morristown, NJ 07963",973-538-2200,NA
New Jersey,Mountain Lakes Police Department,"400 Boulevard Mountain Lakes, NJ 07046",973-334-1413,NA
New Jersey,Mountainside Police Department,"1385 Rt 22 E Mountainside, NJ 07092",908-232-8100,NA
New Jersey,Mt Arlington Police Department,"520 Altenbrand Avenue Mt Arlington, NJ 07856",973-398-2100,www.facebook.com
New Jersey,Mt Ephraim Police Department,"121 South Black Horse Pike Mt Ephraim, NJ 08059",856-931-2225,www.mountephraimpd.com
New Jersey,Mt Holly Township Police Department,"23 Washington Street Mount Holly, NJ 08060",609-267-0170,NA
New Jersey,Mt Laurel Police Department,"100 Mount Laurel Road Mt Laurel, NJ 08054",856-234-1414,www.mountlaurelpd.org
New Jersey,Mt Olive Township Police Department,"204 Flanders Drakestown Road Budd Lake, NJ 07828",973-691-0850,www.mopd.org
New Jersey,Mullica Township Police Department,"4528 White Horse Pike Elwood, NJ 08217",609-561-7600,www.mullicatownship.org
New Jersey,National Park Police Department,"7 South Grove Avenue National Park, NJ 08063",856-845-1187,NA
New Jersey,Neptune City Police Department,"106 W Sylvania Avenue Neptune City, NJ 07753",732-775-1615,NA
New Jersey,Neptune Township Police Department,"25 Neptune Boulevard Neptune, NJ 07753",732-988-8000,NA
New Jersey,Netcong Police Department,"19 Maple Avenue Netcong, NJ 07857",973-347-7700,NA
New Jersey,New Brunswick Police Department,"25 Kirkpatrick Street New Brunswick, NJ 08901",732-745-5200,www.nbpdnj.org
New Jersey,New Hanover Township Police Department,"2 Hockamick Road Cookstown, NJ 08511",609-758-7149,NA
New Jersey,New Jersey State Park Police,"501 East State Street, 4th Floor Trenton, NJ 08625",609-292-4744,www.njstateparkpolice.org
New Jersey,New Jersey Transit Police Department,"Commerce  Raymond Boulevard Newark, NJ 07105",973-378-6565,njtransit.com
New Jersey,New Milford Police Department,"930 River Road New Milford, NJ 07646",201-261-1400,www.newmilfordnjpd.org
New Jersey,New Providence Police Department,"360 Elkwood Avenue New Providence, NJ 07974",908-665-1111,NA
New Jersey,Newark Police Department,"480 Clinton Avenue Newark, NJ 07108",973-733-6000,www.newarkpd.org
New Jersey,Newfield Police Department,"18 Catawba Avenue Newfield, NJ 08344",856-697-0577,NA
New Jersey,Newton Police Department,"39 Trinity Street Newton, NJ 07860",973-383-2525,www.newtonpolice.org
New Jersey,North Arlington Police Department,"214 Ridge Road North Arlington, NJ 07031",201-991-4400,NA
New Jersey,North Bergen Police Department,"4233 Kennedy Boulevard North Bergen, NJ 07047",201-392-2100,www.northbergenpolice.com
New Jersey,North Brunswick Police Department,"710 Hermann Road North Brunswick, NJ 08902",732-545-3200,NA
New Jersey,North Caldwell Police Department,"Gould Avenue North Caldwell, NJ 07006",973-226-0800,NA
New Jersey,North Haledon Police Department,"103 Overlook Avenue North Haledon, NJ 07508",973-423-1111,NA
New Jersey,North Hanover Township Police Department,"41 Schoolhouse Road Jacobstown, NJ 08562",609-758-2522,NA
New Jersey,North Plainfield Police Department,"263 Somerset Street North Plainfield, NJ 07060",908-769-2937,www.northplainfield.org
New Jersey,North Wildwood Police Department,"901 Atlantic Avenue North Wildwood, NJ 08260",609-522-2411,www.nwpd.org
New Jersey,Northfield Police Department,"1600 Shore Road Northfield, NJ 08225",609-641-3122,NA
New Jersey,Northvale Police Department,"116 Paris Avenue Northvale, NJ 07647",201-768-5900,NA
New Jersey,Norwood Police Department,"453 Broadway Norwood, NJ 07648",201-768-0850,NA
New Jersey,Nutley Police Department,"228 Chestnut Street Nutley, NJ 07110",973-284-4940,NA
New Jersey,Oakland Police Department,"295 Ramapo Valley Road Oakland, NJ 07436",201-337-6171,NA
New Jersey,Oaklyn Police Department,"500 White Horse Pike Oaklyn, NJ 08107",856-854-0049,NA
New Jersey,Ocean City Police Department,"835 Central Avenue Ocean City, NJ 08226",609-399-9111,NA
New Jersey,Ocean County Sheriff's Office,"120 Hooper Avenue Toms River, NJ 08753",732-929-2044,www.co.ocean.nj.us
New Jersey,Ocean Gate Police Department,"801 Ocean Gate Avenue Ocean Gate, NJ 08740",732-269-2468,NA
New Jersey,Oceanport Police Department,"222 Monmouth Boulevard Oceanport, NJ 07757",732-222-6300,NA
New Jersey,Ogdensburg Police Department,"14 Highland Avenue Ogdensburg, NJ 07439",973-827-3160,NA
New Jersey,Old Bridge Township Police Department,"1 Old Bridge Plaza Old Bridge Twp, NJ 08857",732-721-5600,NA
New Jersey,Old Tappan Police Department,"21 Russell Avenue Old Tappan, NJ 07675",201-664-1221,NA
New Jersey,Oradell Police Department,"355 Kinderkamack Road Oradell, NJ 07649",201-261-0200,NA
New Jersey,Orange Township Police Department,"29 Park Street Orange Twp, NJ 07050",973-266-4111,NA
New Jersey,Oxford Township Police Department,"11 Green Street Oxford, NJ 07863",908-689-1122,NA
New Jersey,Palisades Park Police Department,"275 Broad Avenue Palisades Park, NJ 07650",201-944-0900,NA
New Jersey,Palmyra Police Department,"20 W Broad Street Palmyra, NJ 08065",856-829-0198,NA
New Jersey,Paramus Police Department,"1 Carlough Drive Paramus, NJ 07652",201-262-3400,NA
New Jersey,Park Ridge Police Department,"55 Park Avenue Park Ridge, NJ 07656",201-391-5400,NA
New Jersey,Parsippany-Troy Hills Police Department,"3339 Route 46 East Parsippany, NJ 07054",973-263-4300,NA
New Jersey,Passaic County Sheriff's Office,"435 Hamburg Turnpike Wayne, NJ 07470",973-389-5919,pcsheriff.org
New Jersey,Passaic Police Department,"330 Passaic Street Passaic, NJ 07055",973-365-3900,www.cityofpassaic.com
New Jersey,Paterson Police Department,"111 Broadway Paterson, NJ 07505",973-321-1111,www.patersonnj.gov
New Jersey,Paulsboro Police Department,"1211 N Delaware Street Paulsboro, NJ 08066",856-423-1100,NA
New Jersey,Pemberton Borough Police Department,"50 Egbert Street Pemberton, NJ 08068",609-894-2632,www.pembertonborough.us
New Jersey,Pemberton Township Police Department,"500 Pemberton Browns Mills Road Pemberton, NJ 08068",609-723-8300,www.pembertonpolice.com
New Jersey,Penns Grove Police Department,"1 State Street Penns Grove, NJ 08069",856-299-0055,NA
New Jersey,Pennsauken Police Department,"2400 Bethel Avenue Pennsauken, NJ 08109",856-488-0080,NA
New Jersey,Pennsville Police Department,"90 N Broadway Pennsville, NJ 08070",856-678-3089,NA
New Jersey,Pequannock Township Police Department,"530 Newark-Pompton Tpke Pompton Plains, NJ 07444",973-835-1700,NA
New Jersey,Perth Amboy Police Department,"351 Rector Street Perth Amboy, NJ 08861",732-324-3803,NA
New Jersey,Phillipsburg Police Department,"675 Corliss Avenue Phillipsburg, NJ 08865",908-454-1121,www.phillipsburgnj.org
New Jersey,Picatinny Police Department,"173 Buffington Road Picatinny, NJ 07806",973-724-6666,NA
New Jersey,Pine Beach Police Department,"599 Pennsylvania Avenue Pine Beach, NJ 08741",732-341-2616,NA
New Jersey,Pine Hill Police Department,"48 W 6th Avenue Pine Hill, NJ 08021",856-783-1549,NA
New Jersey,Pine Valley Police Department,"1 Club Road Pine Valley, NJ 08021",856-784-5223,NA
New Jersey,Piscataway Township Police Department,"555 Sidney Road Piscataway Twp, NJ 08854",732-562-2300,NA
New Jersey,Pitman Police Department,"110 S Broadway Pitman, NJ 08071",856-589-3500,NA
New Jersey,Plainfield Police Department,"200 E 4th Street Plainfield, NJ 07060",908-753-3131,NA
New Jersey,Plainsboro Township Police Department,"641 Plainsboro Road Plainsboro, NJ 08536",609-799-2333,www.plainsboronj.com
New Jersey,Pleasantville Police Department,"17 North First Street Pleasantville, NJ 08232",609-641-6100,www.pleasantville-nj.org
New Jersey,Plumsted Township Police Department,"2 Cedar Street New Egypt, NJ 08533",609-758-3737,NA
New Jersey,Pohatcong Police Department,"50 Municipal Drive Phillipsburg, NJ 08865",908-454-6424,NA
New Jersey,Point Pleasant Beach Police Department,"416 New Jersey Avenue Point Pleasant Beach, NJ 08742",732-892-0500,www.pointpleasantbeachpolice.org
New Jersey,Point Pleasant Police Department,"2233 Bridge Avenue Point Pleasant, NJ 08742",732-892-0060,NA
New Jersey,Pompton Lakes Police Department,"25 Lenox Avenue Pompton Lakes, NJ 07442",973-835-0400,NA
New Jersey,Princeton Police Department,"1 Monument Drive Princeton, NJ 08542",609-924-4141,NA
New Jersey,Princeton Township Police Department,"1 Valley Road Princeton Twp, NJ 08540",609-921-2100,NA
New Jersey,Prospect Park Police Department,"106 Brown Avenue Prospect Park, NJ 07508",973-790-7900,NA
New Jersey,Rahway Police Department,"One City Hall Plaza Rahway, NJ 07065",732-827-2200,www.rahwaypolice.com
New Jersey,Ramsey Police Department,"25 N Central Avenue Ramsey, NJ 07446",201-327-2400,www.ramseypd.com
New Jersey,Randolph Police Department,"502 Millbrook Avenue Randolph, NJ 07869",973-989-7010,NA
New Jersey,Raritan Police Department,"20 First Street Raritan, NJ 08869",908-725-6700,NA
New Jersey,Raritan Township Police Department,"2 Municipal Drive Flemington, NJ 08822",908-782-8889,NA
New Jersey,Readington Township Police Department,"Main Street Whitehouse Station, NJ 08889",908-534-4031,NA
New Jersey,Red Bank Police Department,"90 Monmouth Street Red Bank, NJ 07701",732-530-2700,NA
New Jersey,Ridgefield Park Police Department,"234 Main Street Ridgefield Park, NJ 07660",201-641-6400,www.ridgefieldpark.org
New Jersey,Ridgefield Police Department,"604 Broad Avenue Ridgefield, NJ 07657",201-943-5210,NA
New Jersey,Ridgewood Police Department,"131 N Maple Avenue Ridgewood, NJ 07450",201-652-3900,rpd.ridgewoodnj.net
New Jersey,Ringwood Boro Police Department,"60 Margaret King Avenue Ringwood Boro, NJ 07456",973-962-7017,NA
New Jersey,River Edge Police Department,"705 Kinderkamack Road River Edge, NJ 07661",201-262-1233,NA
New Jersey,River Vale Police Department,"334 River Vale Road River Vale, NJ 07675",201-664-1111,NA
New Jersey,Riverdale Police Department,"91 Newark-Pompton Turnpike Riverdale, NJ 07457",973-835-0034,www.riverdalepd.org
New Jersey,Riverside Police Department,"Scott  Pavilion Avenue Riverside, NJ 08075",856-461-8820,NA
New Jersey,Riverton Police Department,"501 5th Street Riverton, NJ 08077",856-829-1212,www.riverton-police.com
New Jersey,Rochelle Park Police Department,"151 W Passaic Street Rochelle Park, NJ 07662",201-843-1515,NA
New Jersey,Rockaway Borough Police Department,"33 Maple Avenue Rockaway Boro, NJ 07866",973-627-1314,www.rockawayboropd.org
New Jersey,Rockaway Police Department,"65 Mount Hope Road Rockaway, NJ 07866",973-625-4000,NA
New Jersey,Roseland Police Department,"15 Harrison Avenue Roseland, NJ 07068",973-226-8700,NA
New Jersey,Roselle Park Police Department,"110 E Westfield Avenue Roselle Park, NJ 07204",908-245-2300,NA
New Jersey,Roselle Police Department,"210 Chestnut Street Roselle, NJ 07203",908-245-2000,NA
New Jersey,Roxbury Police Department,"1715 Route 46 Ledgewood, NJ 07852",973-448-2101,NA
New Jersey,Rumson Police Department,"51 Center Street Rumson, NJ 07760",732-842-0500,NA
New Jersey,Runnemede Police Department,"413 N Black Horse Pike Runnemede, NJ 08078",856-939-3354,NA
New Jersey,Rutgers University Police Department,"55 Commercial Avenue New Brunswick, NJ 08901",732-932-7211,NA
New Jersey,Rutherford Police Department,"184 Park Avenue Rutherford, NJ 07070",201-939-6000,www.rutherford-nj.com
New Jersey,Saddle Brook Police Department,"73 Market Street Saddle Brook, NJ 07663",201-843-7000,NA
New Jersey,Saddle River Police Department,"83 E Allendale Road Saddle River, NJ 07458",201-327-5300,www.saddleriverpd.com
New Jersey,Salem County Sheriff's Office,"94 Market Street Salem, NJ 08079",856-935-7510,NA
New Jersey,Salem Police Department,"129 W Broadway Salem, NJ 08079",856-935-0057,NA
New Jersey,Sayreville Police Department,"1000 Main Street Sayreville, NJ 08872",732-727-4444,www.sayrevillepolice.org
New Jersey,Scotch Plains Police Department,"430 Park Avenue Scotch Plains, NJ 07076",908-322-7100,NA
New Jersey,Sea Bright Police Department,"1099 E Ocean Avenue Sea Bright, NJ 07760",732-842-0010,NA
New Jersey,Sea Girt Borough Police Department,"319 Baltimore Boulevard Sea Girt, NJ 08750",732-449-7300,www.seagirtpd.net
New Jersey,Sea Isle City Police Department,"233 John F Kennedy Boulevard Sea Isle City, NJ 08243",609-263-4311,NA
New Jersey,Seaside Heights Police Department,"116 Sherman Avenue Seaside Heights, NJ 08751",732-793-1800,www.seaside-heightsnj.org
New Jersey,Seaside Park Police Department,"1 Municipal Plaza Seaside Park, NJ 08752",732-793-8000,www.seasideparknj.org
New Jersey,Secaucus Police Department,"1203 Paterson Plank Road Secaucus, NJ 07094",201-330-2042,NA
New Jersey,Ship Bottom Police Department,"1621 Long Beach Boulevard Ship Bottom, NJ 08008",609-494-1518,NA
New Jersey,Shrewsbury Police Department,"419 Sycamore Avenue Shrewsbury, NJ 07702",732-741-2500,NA
New Jersey,Somerdale Police Department,"105 Kennedy Boulevard Somerdale, NJ 08083",856-783-4900,NA
New Jersey,Somers Point Police Department,"1 W New Jersey Avenue Somers Point, NJ 08244",609-927-6161,NA
New Jersey,Somerset County Sheriff's Office,"20 Grove Street Somerville, NJ 08876",908-231-7140,www.somcosheriff.org
New Jersey,Somerville Police Department,"24 S Bridge Street Somerville, NJ 08876",908-725-0331,NA
New Jersey,South Amboy Police Department,"140 N Broadway South Amboy, NJ 08879",732-721-0111,NA
New Jersey,South Bound Brook Police Department,"12 Main Street South Bound Brook, NJ 08880",732-356-0087,NA
New Jersey,South Brunswick Township Police Department,"1 Police Plaza Monmouth Jct, NJ 08852",732-329-4000,NA
New Jersey,South Hackensack Police Department,"227 Phillips Avenue South Hackensack, NJ 07606",201-440-0042,NA
New Jersey,South Harrison Township Police Department,"664 Harrisonville Road Harrisonville, NJ 08039",856-769-2879,NA
New Jersey,South Orange Police Department,"201 S Orange Avenue South Orange, NJ 07079",973-763-3000,NA
New Jersey,South Plainfield Police Department,"2480 Plainfield Avenue South Plainfield, NJ 07080",908-755-0700,NA
New Jersey,South Toms River Police Department,"144 Mill Street South Toms River, NJ 08757",732-349-0313,NA
New Jersey,Sparta Township Police Department,"65 Main Street Sparta Twp, NJ 07871",973-729-6121,NA
New Jersey,Spotswood Police Department,"77 Summerhill Road Spotswood, NJ 08884",732-251-2121,NA
New Jersey,Spring Lake Heights Police Department,"555 Brighton Avenue Spring Lake, NJ 07762",732-449-6161,NA
New Jersey,Spring Lake Police Department,"311 Washington Avenue Spring Lake, NJ 07762",732-449-1234,NA
New Jersey,Springfield Police Department,"100 Mountain Avenue Springfield, NJ 07081",973-376-0400,NA
New Jersey,Springfield Township Police Department,"2159 Jacksonville Jobstown Road Jobstown, NJ 08041",609-723-5100,NA
New Jersey,Stafford Township Police Department,"260 E Bay Avenue Manahawkin, NJ 08050",609-597-8581,NA
New Jersey,Stanhope Borough Police Department,"77 Main Street Stanhope, NJ 07874",973-347-4533,NA
New Jersey,Stillwater Township Police Department,"964 Stillwater Road Newton, NJ 07860",973-383-3773,NA
New Jersey,Stone Harbor Police Department,"9508 2nd Avenue Stone Harbor, NJ 08247",609-368-2111,NA
New Jersey,Summit Police Department,"512 Springfield Avenue Summit, NJ 07901",908-273-0051,www.cityofsummit.org
New Jersey,Surf City Police Department,"813 Long Beach Boulevard Surf City, NJ 08008",609-494-8121,NA
New Jersey,Sussex County Sheriff's Office,"39 High Street Newton, NJ 07860",973-579-0850,www.sussexcountysheriff.org
New Jersey,Swedesboro Police Department,"1500 Kings Highway Swedesboro, NJ 08085",856-467-3464,NA
New Jersey,Teaneck Police Department,"900 Teaneck Road Teaneck, NJ 07666",201-837-2600,NA
New Jersey,Tenafly Police Department,"100 Riveredge Road Tenafly, NJ 07670",201-568-5100,www.TenaflyNJ.org
New Jersey,Tewksbury Township Police Department,"167 Old Turnpike Road Califon, NJ 07830",908-439-2503,NA
New Jersey,Tinton Falls Police Department,"556 Tinton Avenue Tinton Falls, NJ 07724",732-542-4422,NA
New Jersey,Toms River Police Department,"255 Oak Avenue Toms River, NJ 08754",732-349-0150,www.trpolice.org
New Jersey,Totowa Police Department,"537 Totowa Road Totowa, NJ 07512",973-790-3700,www.totowanj.org
New Jersey,Trenton Police Department,"225 N Clinton Avenue Trenton, NJ 08609",609-989-4000,www.trentonpolice.com
New Jersey,Tuckerton Borough Police Department,"445 S Green Street Tuckerton, NJ 08087",609-296-9416,www.tuckertonborough.com
New Jersey,Union Beach Police Department,"650 Poole Avenue Union Beach, NJ 07735",732-264-0313,NA
New Jersey,Union City Police Department,"3715 Palisade Avenue Union City, NJ 07087",201-348-5790,www.ucnj.com
New Jersey,Union County Police Department,"300 North Avenue East Westfield, NJ 07090",908-654-9800,www.ucnj.org
New Jersey,Union County Sheriff's Office,"10 Elizabethtown Plaza Elizabeth, NJ 07207",908-527-4450,NA
New Jersey,Union Police Department,"981 Caldwell Avenue Union, NJ 07083",908-851-5000,NA
New Jersey,Upper Saddle River Police Department,"368 W Saddle River Road Upper Saddle River, NJ 07458",201-327-2700,NA
New Jersey,Ventnor City Police Department,"6201 Atlantic Avenue Ventnor City, NJ 08406",609-822-2101,NA
New Jersey,Vernon Township Police Department,"21 Church Street Vernon Twp, NJ 07462",973-764-6155,NA
New Jersey,Verona Police Department,"600 Bloomfield Avenue Verona, NJ 07044",973-239-5000,NA
New Jersey,Vineland Police Department,"111 N 6th Street Vineland, NJ 08360",856-691-4111,NA
New Jersey,Voorhees Township Police Department,"1180 White Horse Road Voorhees, NJ 08043",856-428-5400,www.vtpd.com
New Jersey,Waldwick Police Department,"15 E Prospect Street Waldwick, NJ 07463",201-652-5700,NA
New Jersey,Wall Township Police Department,"2700 Allaire Road Wall Twp, NJ 07719",732-449-4500,NA
New Jersey,Wallington Police Department,"54 Union Boulevard Wallington, NJ 07057",973-473-1715,NA
New Jersey,Wanaque Boro Police Department,"579 Ringwood Avenue Wanaque Boro, NJ 07465",973-835-5600,NA
New Jersey,Warren County Sheriff's Office,"413 Second Street Belvidere, NJ 07823",908-475-6309,www.wcsheriff-nj.us
New Jersey,Warren Township Police Department,"44 Mountain Boulevard Warren, NJ 07059",908-753-1000,www.WarrenPolice.com
New Jersey,Washington Borough Police Department,"100 Belvidere Avenue Washington Borough, NJ 07882",908-689-2111,NA
New Jersey,Washington Township Police Department,"33 Little Philadelphia Road Washington, NJ 07882",908-689-1630,NA
New Jersey,Watchung Police Department,"840 Somerset Street Watchung, NJ 07069",908-756-3663,NA
New Jersey,Waterford Township Police Department,"2131 Auburn Avenue Atco, NJ 08004",856-767-2134,www.wtpd.org
New Jersey,Wayne Police Department,"475 Valley Road Wayne, NJ 07470",973-694-0600,www.waynetownship.com
New Jersey,Weehawken Township Police Department,"400 Park Avenue Weehawken, NJ 07086",201-863-7800,www.weehawken-nj.us
New Jersey,Wenonah Borough Police Department,"1 SWest Avenue Wenonah, NJ 08090",856-468-6263,NA
New Jersey,West Amwell Township Police Department,"24 Mt Airy Village Road Lambertville, NJ 08530",609-397-1100,www.westamwelltwp.org
New Jersey,West Caldwell Police Department,"21 Clinton Road West Caldwell, NJ 07006",973-226-4114,NA
New Jersey,West Deptford Township Police Department,"400 Crown Point Road Thorofare, NJ 08086",856-845-2300,NA
New Jersey,West Long Branch Police Department,"95 Poplar Avenue West Long Branch, NJ 07764",732-229-5000,www.westlongbranchpolice.com
New Jersey,West Milford Township Police Department,"1480 Union Valley Road West Milford Twp, NJ 07480",973-728-2802,NA
New Jersey,West New York Police Department,"428 60th Street West New York, NJ 07093",201-295-5020,NA
New Jersey,West Orange Police Department,"60 Main Street West Orange, NJ 07052",973-325-4000,www.westorange.org
New Jersey,West Paterson Police Department,"5 Brophy Ln West Paterson, NJ 07424",973-345-8111,NA
New Jersey,West Wildwood Police Department,"701 W Glenwood Avenue West Wildwood, NJ 08260",609-522-2396,www.westwildwoodnj.com
New Jersey,West Windsor Police Department,"20 Municipal Drive West Windsor, NJ 08520",609-799-1222,www.westwindsorpolice.com
New Jersey,Westfield Police Department,"425 E Broad Street Westfield, NJ 07090",908-789-6074,NA
New Jersey,Westville Police Department,"114 Crown Point Road Westville, NJ 08093",856-456-0028,NA
New Jersey,Westwood Police Department,"101 Washington Avenue Westwood, NJ 07675",201-664-7000,NA
New Jersey,Wharton Police Department,"10 Robert Street Wharton, NJ 07885",973-361-8444,NA
New Jersey,Wildwood Crest Police Department,"6101 Pacific Avenue Wildwood Crest, NJ 08260",609-522-2456,NA
New Jersey,Wildwood Police Department,"4400 New Jersey Avenue Wildwood, NJ 08260",609-522-0222,www.wildwoodpd.com
New Jersey,Willingboro Township Police Department,"1 Salem Road Willingboro Twp, NJ 08046",609-877-3003,www.willingboropolice.com
New Jersey,Winfield Police Department,"12 Gulfstream Avenue Linden, NJ 07036",908-925-3852,NA
New Jersey,Winslow Township Police Department,"125 South Rt 73 Municipal Bldg Hammonton, NJ 08037",609-561-3300,NA
New Jersey,Wood-Ridge Police Department,"85 Humboldt Street Wood-Ridge, NJ 07075",201-939-0476,NA
New Jersey,Woodbridge Police Department,"1 Main Street Woodbridge, NJ 07095",732-634-7700,www.twp.woodbridge.nj.us
New Jersey,Woodbury Heights Police Department,,856-848-6707,www.whpdnj.com
New Jersey,Woodbury Police Department,"200 N Broad Street Woodbury, NJ 08096",856-845-0065,www.woodburypd.com
New Jersey,Woodcliff Lakes Police Department,"184 Pascack Road Woodcliff Lakes, NJ 07677",201-391-8222,NA
New Jersey,Woodlynne Police Department,"200 Cooper Avenue Woodlynne, NJ 08107",856-962-9000,NA
New Jersey,Woodstown Police Department,"West Avenue Woodstown, NJ 08098",856-769-1330,NA
New Jersey,Woolwich Township Police Department,"120 Woodstown Road Swedesboro, NJ 08085",856-467-1667,NA
New Jersey,Wyckoff Police Department,"Scott Plaza Wyckoff, NJ 07481",201-891-2121,NA
New Mexico,Alamogordo Police Department,"700 Virginia Avenue Alamogordo, NM 88310",575-439-4300,NA
New Mexico,Albuquerque Police Department,"400 Roma NW Albuquerque, NM 87102",505-242-2677,www.cabq.gov
New Mexico,Albuquerque Public Schools Police Department,"6400 Uptown Boulevard NE Albuquerque, NM 87110",505-243-7712,police.aps.edu
New Mexico,Angel Fire Police Department,"12 Crestview Drive Angel Fire, NM 87710",575-377-3214,NA
New Mexico,Artesia Police Department,"702 W Chisum Artesia, NM 88210",575-746-5000,NA
New Mexico,Aztec Police Department,"201 W Chaco Aztec, NM 87410",505-334-7620,www.aztecnm.gov
New Mexico,Bayard Police Department,"800 Central Avenue Bayard, NM 88023",505-537-3312,NA
New Mexico,Belen Police Department,"607 Becker Avenue Belen, NM 87002",505-966-2680,www.belen-nm.gov
New Mexico,Bernalillo County Sheriff's Office,"400 Roma NW Albuquerque, NM 87102",505-768-4100,NA
New Mexico,Bernalillo Police Department,"739 Camino Del Pueblo Bernalillo, NM 87004",505-891-7226,www.townofbernalillo.org
New Mexico,Bloomfield Police Department,"1110 Rio Vista Road Bloomfield, NM 87413",505-632-6311,NA
New Mexico,Bosque Farms Police Department,"1455 W Bosque Loop Bosque Farms, NM 87068",505-865-9130,NA
New Mexico,Capitan Police Department,"114 S Lincoln Avenue Capitan, NM 88316",575-354-2153,NA
New Mexico,Carlsbad Police Department,"602 W Mermod Street Carlsbad, NM 88220",575-885-2111,NA
